group;cluster;length;end to end distance;ratio
Mutant;2;7.16882423758472;5.96000316590503;0.831378057040082
Mutant;2;7.71550105693712;5.46149429831955;0.707859963729646
Mutant;2;8.06064742034073;6.75104500563897;0.83753136114141
Mutant;2;8.13102874940385;1.66089098351212;0.204265786618194
Mutant;2;7.72846919905991;3.72434569096223;0.481899532111128
Mutant;2;8.1923074649243;5.25965963874423;0.642024199075007
Mutant;2;8.31731554594648;7.09005738823563;0.852445401291892
Mutant;2;7.83982518984082;7.16209430270015;0.913552806251484
Mutant;2;7.95415098262624;5.61743070421134;0.706226310825775
Mutant;2;7.42105694505097;6.5920070045766;0.888284115509011
Mutant;2;8.14819271441145;5.77990840064528;0.709348514845818
Mutant;2;7.72813464049807;4.89441334908733;0.633324026659541
Mutant;2;7.00332473114374;6.32037961961252;0.902482729596392
Mutant;2;7.86839870121448;7.18025347712615;0.912543167902497
Mutant;2;7.2749007046524;4.44592357760566;0.611131857066095
Mutant;2;7.48576456613793;6.27664894195158;0.83847800535221
Mutant;2;7.77483880721287;6.36450676353462;0.81860305034622
Mutant;2;9.20758808242484;2.50764251998344;0.272345211094961
Mutant;3;8.61670496864122;4.06185506678819;0.471393076770123
Mutant;3;6.43394719907311;4.3583484811076;0.6773988573819
Mutant;3;7.00130121576642;6.49288494773517;0.927382603267185
Mutant;3;7.53521519475015;7.12874440635726;0.94605717582212
Mutant;3;8.01760130802198;3.27008562804786;0.407863337476757
Mutant;3;8.01307219326739;4.40966138766889;0.550308456146683
Mutant;3;7.59298985765693;4.39645788334758;0.579015376783903
Mutant;3;7.77579116983801;4.92402716003781;0.633250951895148
Mutant;3;8.05255705886504;5.37360285933908;0.667316334433582
Mutant;3;7.62577243934573;6.85919870510614;0.899475923214755
Mutant;3;7.76175715231689;4.99961178946177;0.644134013902945
Mutant;3;7.33208659963372;5.68566276587963;0.775449483393127
Mutant;3;7.7714089811765;7.32166401185535;0.942128258799595
Mutant;3;7.68627674118529;6.8251876527516;0.88797058479306
Mutant;3;6.78694994004307;4.65662080878086;0.686113917137763
Mutant;3;7.76633795155851;6.94695388841252;0.894495440675286
Mutant;3;7.26626797473049;1.66343053233543;0.228925018746935
Mutant;3;6.84614129584971;4.2083157902623;0.614698938921035
Mutant;3;7.39333401118352;4.30851617996939;0.582756869019053
Mutant;3;8.95472710784781;3.69657091119567;0.4128066513558
Mutant;3;8.29831869397347;7.93749578380599;0.956518552314757
Mutant;3;6.35432362893942;2.74692771042326;0.432292698771741
Mutant;3;6.7168029767146;5.85752461105517;0.872070333365692
Mutant;3;7.53446366248756;5.15011932449521;0.683541597013271
Mutant;3;7.95130122910963;7.42822869080502;0.934215479550737
Mutant;3;7.02602050532637;1.64576645410494;0.234238777535206
Mutant;3;7.56249108912856;4.29252784615196;0.567607656731348
Mutant;3;7.51364727608234;1.83512368300619;0.244238731946841
Mutant;3;7.29719434590062;5.80041435690961;0.794882811387384
Mutant;3;7.57656124407257;4.25059180368073;0.561018602866325
Mutant;3;7.3504224608661;4.27825382056629;0.58204189532559
Mutant;3;7.15192010782612;3.06386623332252;0.428397715177191
Mutant;3;7.02995435619663;5.47962873608771;0.779468607965801
Mutant;3;7.14663441597839;7.01042844757366;0.980941243041592
Mutant;3;6.76409336698659;6.15941844705887;0.910605178385185
Mutant;3;7.74216787152933;5.23900360013018;0.676684319826728
Mutant;3;7.15745550975783;5.33661853090749;0.745602752770454
Mutant;3;6.70541915392538;4.00298025696405;0.59697688765969
Mutant;3;7.37289150911843;4.0194363271516;0.545164176385962
Mutant;3;8.8097368392956;8.13294022426885;0.92317629602647
Mutant;3;8.22272926708909;3.4084585237613;0.414516690632564
Mutant;3;6.29261664685915;5.90389623749377;0.938225950954854
Mutant;3;6.70597148634244;6.19407420972206;0.923665455830984
Mutant;3;7.53154989643068;2.52491500926269;0.335245074916025
Mutant;3;7.51671993553262;7.14709151188495;0.950825835361993
Mutant;3;6.67126788004748;4.84382541254036;0.726072689574847
Mutant;3;7.43825071529102;4.78205167201537;0.642900038605149
Mutant;3;7.29756326883281;5.58939915116857;0.765926782031525
Mutant;3;6.74425520304031;5.51119432653576;0.817168710349412
Mutant;3;7.43969089752188;5.0376160512055;0.677127063556296
Mutant;3;7.29857497397783;6.85545742980554;0.939287114847463
Mutant;3;7.12699773715643;6.70111960353686;0.940244384897266
Mutant;3;7.0026248544364;6.02780131414905;0.860791694464431
Mutant;3;6.99370608654768;6.27427780827571;0.897132039955786
Mutant;3;6.75792609704982;4.63240021219602;0.685476601204369
Mutant;3;7.57546130424602;6.18992307028746;0.817101800364029
Mutant;3;6.95338737524147;5.73402396203068;0.824637497178352
Mutant;3;6.63329215203386;5.89062518983037;0.888039461374277
Mutant;3;7.14789315678245;3.30144183642604;0.461876214992579
Mutant;3;8.76405440970069;4.06038122254585;0.463299408325389
Mutant;3;8.05700804985838;7.07930225855522;0.878651506210132
Mutant;3;6.16342556591516;2.9424779063097;0.477409498150205
Mutant;3;6.39329156145635;5.49041798400759;0.858777975512337
Mutant;3;6.95173193720579;5.89289998253924;0.8476880345458
Mutant;3;7.44105468491269;3.96589211376721;0.532974461511264
Mutant;3;6.65067567366174;3.67877245092993;0.553142662707
Mutant;3;7.24383518081086;2.78624364732824;0.384636532690457
Mutant;3;7.24405918235271;4.66114611045505;0.643443957748177
Mutant;3;6.74106124136382;5.03477982589001;0.746882374394718
Mutant;3;6.7569495939725;5.38325002206856;0.796698265571
Mutant;3;7.13279182007459;6.37213133925569;0.89335725757787
Mutant;3;6.9224305472925;6.14694789409322;0.887975379759846
Mutant;3;6.53021635919177;3.58964885215757;0.549698303197087
Mutant;3;6.52990629428566;3.88317179029656;0.59467496397226
Mutant;3;6.50234537694767;4.71309024182192;0.724829268302315
Mutant;3;7.57542752737453;3.97105831238234;0.524202534844738
Mutant;3;6.85158022516054;5.35150136758219;0.781060892774819
Mutant;3;6.39054684608904;5.64175147099737;0.882827652605359
Mutant;3;7.0903311794469;6.09862736337064;0.860132934417653
Mutant;3;8.37753843626301;5.47885128764278;0.65399297530251
Mutant;3;8.0531182680196;6.16056919309612;0.764991769406997
Mutant;3;6.15586335746366;4.54158267524889;0.737765348501841
Mutant;3;6.09957240040811;3.97371587290598;0.651474498874726
Mutant;3;6.865398560066;5.50075069735404;0.801228166031071
Mutant;3;6.51288064087254;3.24395009256458;0.498082226811696
Mutant;3;5.99765500780943;4.1991576551911;0.700133243696655
Mutant;3;6.60460221109048;5.07687073608005;0.768686829852515
Mutant;3;6.80767543584527;4.48275842703631;0.658485920676051
Mutant;3;6.36068083588676;4.20405802234849;0.660944658412875
Mutant;3;6.34605117726469;4.95027589477536;0.780056094175568
Mutant;3;6.91576151752491;4.13837538150127;0.598397641534401
Mutant;3;6.87860962803864;5.58331831837233;0.811692859500787
Mutant;3;6.4498405772637;4.13963728941486;0.641820094593885
Mutant;3;6.52119649462215;5.97407617426968;0.916101236820013
Mutant;3;5.85722293530206;2.67581003438452;0.456839369773199
Mutant;3;7.51757733792047;6.51576827138389;0.866737777144876
Mutant;3;6.47678185734705;6.28550355116978;0.970467076027844
Mutant;3;6.30423363231032;6.02307158747851;0.955401074701483
Mutant;3;6.87990737374902;2.28961641735273;0.332797564410385
Mutant;3;8.2536442826214;5.17121063371055;0.626536649343961
Mutant;4;7.93779148446226;2.49303404816319;0.314071496214426
Mutant;4;5.69339683039959;5.40029107918879;0.94851829936642
Mutant;4;5.86124368649154;5.60828041875662;0.95684136656561
Mutant;4;6.61153786442895;5.70453077769199;0.862814506195783
Mutant;4;6.07472611762451;3.55877202429054;0.5858325059241
Mutant;4;5.99695009789014;4.543893737765;0.757700775159633
Mutant;4;6.56019371440495;5.50124485009167;0.838579634929372
Mutant;4;6.48720334311846;4.59793214072534;0.708769541747565
Mutant;4;6.19589777448744;5.69022545496019;0.918385948585299
Mutant;4;6.13607051607637;4.25272040659497;0.693069024460024
Mutant;4;6.84297371709285;2.09546528825321;0.306221443320616
Mutant;4;6.53501305836969;5.18930117826708;0.794076634876943
Mutant;4;6.43207875399745;2.33012535751645;0.362266297822971
Mutant;4;6.49790712126549;6.04481801314316;0.930271532100001
Mutant;4;5.56501249786464;5.26657234147268;0.946372059989717
Mutant;4;6.84925265199361;5.89264189854798;0.860333557243332
Mutant;4;6.34745196434652;3.93046235790893;0.619218921227957
Mutant;4;5.89287965428984;5.05612820119912;0.858006356453997
Mutant;4;6.58781891005506;2.48365526934221;0.377007216387107
Mutant;4;7.8802223084002;5.60589401993106;0.711387801071964
Mutant;4;7.88695293426526;6.58970682415901;0.835519988401314
Mutant;4;5.26819827407726;4.45960289334575;0.846513867044395
Mutant;4;5.57887154062149;1.72888664294601;0.309898987699833
Mutant;4;6.05237204196602;3.60441262757485;0.595537188160696
Mutant;4;5.88636025637104;4.9699473111358;0.844315858132643
Mutant;4;5.83708995761097;5.23501475491105;0.896853533683358
Mutant;4;6.53520001238427;6.29578259014216;0.9633649434159
Mutant;4;5.86641278246262;4.48157137973513;0.763937272387751
Mutant;4;6.0371358537969;4.21428097056769;0.698059654880422
Mutant;4;6.12602327332342;2.34890552754789;0.383430722141804
Mutant;4;6.37450380736617;4.43506917412277;0.695751278554065
Mutant;4;6.31500134518495;5.41230106679499;0.85705461819446
Mutant;4;6.19725540447896;1.45715289209372;0.235128746031765
Mutant;4;5.76175827726657;5.24230595562583;0.909844825720947
Mutant;4;5.42904662958081;4.94083821809506;0.910074743358126
Mutant;4;6.42129313252497;6.14545982541396;0.957043962731765
Mutant;4;6.046880347748;4.52316127928876;0.748015674061302
Mutant;4;5.81391227685246;3.94460300030269;0.67847652535243
Mutant;4;6.16519793984677;3.74225806905042;0.60699722953963
Mutant;4;7.51304212348888;5.27736801520314;0.702427582390881
Mutant;4;7.14040859670652;6.09703079992819;0.853877018009924
Mutant;4;5.04500508616985;3.7654590719543;0.746373691926846
Mutant;4;5.18527243578818;4.39280725276091;0.847170000643022
Mutant;4;6.00547877409323;4.90702492406254;0.817091377498615
Mutant;4;5.57587376559829;5.45946904694484;0.979123501795963
Mutant;4;5.83087837302748;5.1160334762174;0.877403565796053
Mutant;4;6.19928322901405;5.06916178738152;0.81770127289179
Mutant;4;5.68602597507277;3.56030065996691;0.626149207825478
Mutant;4;5.97921649446162;3.74171814665399;0.625787366976901
Mutant;4;6.01460087776697;4.80160624256519;0.798324999471597
Mutant;4;5.89653372174758;3.13966796667068;0.532459935756997
Mutant;4;6.27679527751073;2.70267293748298;0.430581661180897
Mutant;4;5.84661330653327;2.60127688895205;0.444920290186674
Mutant;4;5.64385740274122;3.20757337489671;0.568329981784938
Mutant;4;5.35794801597803;3.89241577118863;0.726475090758811
Mutant;4;6.31738907890686;2.1089851918411;0.333838103922203
Mutant;4;5.62551353074894;4.65887099633206;0.828168125606093
Mutant;4;5.51594270473784;5.31944054490722;0.964375598089182
Mutant;4;5.96856942517532;4.42398241362441;0.741213195068843
Mutant;4;6.94515804989578;4.89004725381068;0.704094452376655
Mutant;4;6.98051327467521;4.15858835659904;0.595742489551032
Mutant;4;4.56160070421536;4.46026042933774;0.977784054008942
Mutant;4;5.0527679714952;4.43987184845488;0.878700916705868
Mutant;4;5.89658839116304;2.78430893564593;0.472189807214398
Mutant;4;5.45429754798026;3.73167383760556;0.684171298829747
Mutant;4;5.54246288509368;5.38016092039765;0.970716634813642
Mutant;4;5.76029829415003;5.56525205292274;0.966139558879204
Mutant;4;5.53154968372661;5.24680482080422;0.94852349175131
Mutant;4;5.91464700518948;4.61070442171174;0.779540083738951
Mutant;4;5.95722831307104;3.62192892240116;0.607988939160534
Mutant;4;5.66495948199761;4.86348420564218;0.858520563315166
Mutant;4;5.33884754871019;4.89251079183695;0.916398295174944
Mutant;4;5.44860911494005;4.4593899698488;0.818445565790576
Mutant;4;5.55810063585629;3.67409707018336;0.661034643108315
Mutant;4;5.08917770080013;1.29416203136017;0.254296883985147
Mutant;4;5.93711249562674;3.148785136994;0.530356320402112
Mutant;4;5.34324658921267;4.77574543878242;0.893790948825765
Mutant;4;5.27603830605912;5.08500891026112;0.96379302334128
Mutant;4;5.61753145078792;4.11955388747313;0.733338820363047
Mutant;4;6.86110704405551;6.33136738259478;0.922790934748685
Mutant;4;6.74673848517875;5.66561131490336;0.839755583731247
Mutant;4;4.5271918946299;3.82015624656546;0.843824678847143
Mutant;4;4.98943737711236;3.85993626139577;0.773621546810497
Mutant;4;5.62547684520068;3.43170366970532;0.610028938725976
Mutant;4;5.22443051599546;1.82470600554668;0.349264096815919
Mutant;4;5.14282277942906;4.04180676204058;0.785912121686856
Mutant;4;5.3431700491357;2.48694726830571;0.465444154955913
Mutant;4;5.52057527907847;5.21427959655271;0.944517433955382
Mutant;4;5.65561349490377;5.2076301137992;0.92078960460996
Mutant;4;5.25383007725739;4.36653217135544;0.831114083848494
Mutant;4;5.43076555161187;4.53937085812827;0.835862055724531
Mutant;4;4.92512891949134;4.00195122310303;0.812557658595533
Mutant;4;5.37318211193139;4.83418754010083;0.899688013433659
Mutant;4;4.81936142063956;4.48697346131901;0.931030705043815
Mutant;4;4.91739726463352;3.15905637722865;0.642424479296993
Mutant;4;5.32239350180744;2.50510265700649;0.470672199670275
Mutant;4;5.23996880516086;1.92082095962349;0.366571067700187
Mutant;4;5.03788849314113;4.07101689312905;0.808079991979093
Mutant;4;5.42920773321641;2.42058118566552;0.445844275004652
Mutant;4;6.68527720846562;4.42491842982319;0.661890044622216
Mutant;5;6.17794286205023;5.00422684227335;0.810015073628025
Mutant;5;4.34542389889519;3.516363931588;0.809210795863213
Mutant;5;4.83688608338781;3.47693721202353;0.71883793665619
Mutant;5;5.1002383320048;2.93029895623129;0.574541573448285
Mutant;5;4.86539672924802;3.42617386005512;0.704192083547659
Mutant;5;4.89461264077003;3.75470600975297;0.767109940116176
Mutant;5;4.94787005526843;4.32210566925083;0.873528532676136
Mutant;5;5.00151084132814;3.68738978749006;0.737255182378227
Mutant;5;5.0817560488129;3.93449064234659;0.774238394081449
Mutant;5;5.01119300186721;4.35554287224752;0.869162866132796
Mutant;5;5.22594219038039;5.07050387642583;0.970256403861358
Mutant;5;4.87824900982246;3.19637542342118;0.655230066563885
Mutant;5;4.92534496042304;4.39097046899691;0.891505164466647
Mutant;5;4.75712081059233;4.57952170496582;0.962666681655203
Mutant;5;4.61830330330053;2.56143184817396;0.554626164622708
Mutant;5;5.27189934260331;4.86922928183762;0.923619546846876
Mutant;5;5.0910674883564;3.85183635692145;0.756587172676625
Mutant;5;4.88946785813529;3.25251098704646;0.665207560703115
Mutant;5;5.29930982952408;4.78410212795236;0.902778339416703
Mutant;5;6.49761925808842;5.08539757349787;0.782655519122241
Mutant;5;5.93954900468019;2.03920553050568;0.343326661485383
Mutant;5;4.31548395776297;4.1032208211966;0.950813596193648
Mutant;5;3.84723691989637;2.9035459302093;0.754709416306889
Mutant;5;4.33996459244263;2.77985652390211;0.640525162058418
Mutant;5;4.48887846949128;2.93008535333398;0.652743301750835
Mutant;5;4.81616186010907;4.5090742379461;0.936238101815785
Mutant;5;4.72955984312514;4.37569730078828;0.92518066076461
Mutant;5;4.99571287873759;4.65432453817962;0.931663738720662
Mutant;5;4.58020133934136;2.4792280237691;0.541292366882199
Mutant;5;4.90284974418435;3.86512210417136;0.788341945162827
Mutant;5;5.00543761602243;3.11238160529455;0.621800099022672
Mutant;5;4.44449510206136;4.35148923404125;0.979073918210198
Mutant;5;4.52285423061532;4.1620862567108;0.920234445880994
Mutant;5;4.57876846443264;2.45662556277281;0.536525395825451
Mutant;5;4.53533202034911;2.52740949829767;0.557271107596466
Mutant;5;5.2041200344761;4.50740086617789;0.866121618317293
Mutant;5;4.77296303523274;2.31365775582864;0.484742441697084
Mutant;5;4.3728167677521;1.46587257729619;0.335223874027024
Mutant;5;5.21747765995995;4.28307482411817;0.820909087352191
Mutant;5;6.29669367683033;1.14210998521723;0.181382491166722
Mutant;5;5.44110679492629;2.10029109505753;0.386004387382361
Mutant;5;3.85413373934193;3.35833785342378;0.871359968426316
Mutant;5;3.82043664411437;3.63060898945976;0.950312576195432
Mutant;5;3.24961357982395;2.52375772850423;0.776633180072121
Mutant;5;3.36906427880161;3.12756453450347;0.928318451560076
Mutant;5;4.31973790037382;3.85269465454063;0.891881577863143
Mutant;5;3.0994394862574;2.87302647282842;0.92695033588077
Mutant;5;3.65224572721415;2.57140407465767;0.704061080966501
Mutant;5;4.41901067573892;3.62601528052351;0.820549110784212
Mutant;5;3.88392748386487;2.39645293892872;0.617017940959088
Mutant;5;4.12292880823995;3.38568596838425;0.821184678624024
Mutant;5;4.2263556317688;4.04951759147691;0.958158267855495
Mutant;5;4.05373554466879;2.38503736161726;0.588355440392236
Mutant;5;3.84650129646157;2.86559229334963;0.744986696348112
Mutant;5;3.7988417972249;3.37107633957746;0.887395822073998
Mutant;5;3.51629822023899;3.12162383435466;0.887758557106254
Mutant;5;3.86730177964307;3.79949953633845;0.98246781679632
Mutant;5;4.09575423649996;3.61420086274407;0.882426203832141
Mutant;5;4.26460817857203;3.97484469665399;0.932053902777286
Mutant;5;4.55631099266641;3.68814331986491;0.80945820550905
WT;1;15.7151109890657;12.0124120073021;0.764386075011509
WT;1;16.1573649301718;11.8163980399745;0.731332001910097
WT;1;15.6855834637796;13.3008733134795;0.847968030273991
WT;1;17.8852326601234;14.2268610114003;0.795452946112365
WT;1;17.0723135490662;10.7100953666944;0.627337082107435
WT;1;16.1481945986781;11.8260953073807;0.732347832143957
WT;1;18.1063618423233;14.0561419865906;0.776309570580576
WT;1;16.8047151169151;14.998784438742;0.892534287810967
WT;1;18.4639559031558;12.902001823578;0.698766932246235
WT;1;14.7323171967593;13.3776839912365;0.908050228118846
WT;1;16.5572835511792;12.5330302872024;0.756949668009389
WT;1;14.4010238276474;9.12485542843809;0.633625465636687
WT;1;12.7850033303647;10.1385224286329;0.793001156640581
WT;1;16.7410309146075;7.49952387112596;0.447972643344335
WT;1;16.2801310765532;8.07020425802296;0.495708801119282
WT;1;14.9241355341189;10.8876955385692;0.729536093643626
WT;1;15.5267959461831;7.03456725559753;0.453059812209796
WT;1;18.8924246285752;15.3547096215494;0.812744257204821
WT;1;13.7721773059978;11.1688696272667;0.810973412490312
WT;1;14.9814291407465;9.05440235729498;0.604375074783006
WT;1;15.4831517748669;13.9411917951925;0.900410458923651
WT;1;15.6837459959021;11.5765076838246;0.738121344661494
WT;1;15.1338546863048;13.2559976420199;0.875916804858427
WT;1;15.807312875512;6.12855492948222;0.387703778481939
WT;1;16.9963028943302;14.7690711856064;0.868957871451755
WT;1;15.9439120669618;14.865183725992;0.932342304922448
WT;1;15.9446503013534;11.3308876185548;0.710638828974068
WT;1;14.1550314714511;9.8514478121609;0.695967920101771
WT;1;13.7823216212122;12.4075020613401;0.900247607213274
WT;1;13.5696254354896;7.94679246093906;0.585630937177915
WT;1;11.7811567277912;5.04477330175085;0.428206959495791
WT;1;13.6744582057524;11.0317433327614;0.806740798558342
WT;1;16.0318306134254;15.4332752847668;0.962664567566145
WT;1;13.1178517995524;9.32642834038272;0.710972229515579
WT;1;13.50976796809;12.27805484359;0.908827958599338
WT;1;15.8518574153683;13.8390216436323;0.873022087002586
WT;2;13.5330830961124;11.4114827773176;0.843228604766024
WT;2;14.8720581195955;11.8000354739841;0.793436616444923
WT;2;14.3277497730444;10.1415043268033;0.707822546278909
WT;2;15.1512358286855;11.9253683607477;0.787088822033225
WT;2;14.5566471478027;9.9052453121044;0.680462005538106
WT;2;15.0429593745332;12.5944484785814;0.837232100746279
WT;2;14.0376322107941;4.54124581793367;0.323505114661839
WT;2;15.6217773891175;14.3402869107082;0.917967690456148
WT;2;14.8352394717553;10.5499689979575;0.711142480581021
WT;2;13.9065928886853;8.50107272045181;0.611298021628896
WT;2;12.275184116798;6.73296452250846;0.54850212090055
WT;2;12.8894539607491;8.92481179741343;0.692411938053481
WT;2;11.7222261436694;2.11769809072635;0.180656648726233
WT;2;12.7014897032099;7.93129682431373;0.624438314689129
WT;2;14.6609537713771;12.9006184480769;0.879930368054431
WT;2;12.6748098405684;11.7834023590183;0.929670938439093
WT;2;13.3399152116396;6.25769338659038;0.469095439312109
WT;2;14.2458053937169;4.48790108876489;0.315033159918376
WT;2;12.7943618322787;9.51511860231039;0.743696225497141
WT;2;14.6238985193575;9.53845086911899;0.652250893049692
WT;2;13.78948537798;11.4967825286671;0.833735430549569
WT;2;13.71202129224;9.94889339347291;0.725559943456567
WT;2;14.3423558960523;5.02106277665125;0.350086332611038
WT;2;14.7543572812186;4.68213455528769;0.317339106410806
WT;2;13.8644381362226;7.80326227597625;0.56282571275566
WT;2;15.5188890128844;13.8612171493781;0.893183599539246
WT;2;14.3887686582301;11.3812709890766;0.790982971469675
WT;2;13.3716206514249;2.18849863926347;0.163667418954954
WT;2;11.9659054827423;4.52800821762971;0.378409157932943
WT;2;12.3381334200274;8.46678546665816;0.686229041170425
WT;2;10.5274216609214;8.09853718655196;0.769280213845178
WT;2;11.9581919985373;9.87564282791622;0.825847488409968
WT;2;13.81501760724;7.69490091804001;0.556995375381017
WT;2;12.5725480912702;5.10440005496385;0.405995667537601
WT;2;12.6987028526778;5.77078563294861;0.454438984823689
WT;2;14.2104475766895;10.9521698394408;0.770712518401359
WT;2;12.3021186012417;7.18967931170084;0.584426109416238
WT;2;14.250453090014;11.0844206242503;0.777829347195828
WT;2;13.4760267502116;8.46020382835787;0.627796603937804
