"mouse";"Set ID";"FITC Rank";"Lgth Rank";"Rel len";"Total Len";"Len";"No_foci";"F1";"F2";"round F1";"round F2"
2;"m2-2 s5 lower";17;14;0.0433166301;198.60;8.60;1;0.87;;0.87;
2;"m2-2 s5 lower";18;18;0.0329469595;198.60;6.54;1;0.52;;0.52;
2;"m2-2 s5 lower";19;19;0.0281197701;198.60;5.58;1;0.97;;0.97;
2;"m2-2 s51";1;1;0.0828741231;185.47;15.37;2;0.21;0.95;0.21;0.95
2;"m2-2 s51";2;3;0.0676705129;185.47;12.55;1;0.64;;0.64;
2;"m2-2 s51";3;12;0.0519054638;185.47;9.63;1;0.69;;0.69;
2;"m2-2 s51";4;2;0.0723960814;185.47;13.43;1;0.78;;0.78;
2;"m2-2 s51";5;4;0.0626620001;185.47;11.62;2;0.04;0.75;0.04;0.75
2;"m2-2 s51";6;10;0.0529607446;185.47;9.82;1;0.48;;0.48;
2;"m2-2 s51";7;5;0.0593127841;185.47;11.00;1;0.25;;0.25;
2;"m2-2 s51";8;11;0.0524626853;185.47;9.73;1;0.88;;0.88;
2;"m2-2 s51";9;9;0.0532292898;185.47;9.87;1;0.34;;0.34;
2;"m2-2 s51";10;6;0.0579022717;185.47;10.74;1;0.83;;0.83;
2;"m2-2 s51";11;7;0.0573920942;185.47;10.64;2;0.25;0.99;0.25;0.99
2;"m2-2 s51";12;13;0.0514907601;185.47;9.55;1;0.60;;0.6;
2;"m2-2 s51";13;8;0.0533149004;185.47;9.89;1;0.45;;0.45;
2;"m2-2 s51";14;14;0.0464598442;185.47;8.62;1;1.00;;1;
2;"m2-2 s51";15;15;0.0403837517;185.47;7.49;1;0.50;;0.5;
2;"m2-2 s51";16;17;0.0359837820;185.47;6.67;1;0.48;;0.48;
2;"m2-2 s51";17;16;0.0389110819;185.47;7.22;1;0.30;;0.3;
2;"m2-2 s51";18;18;0.0333355963;185.47;6.18;1;0.38;;0.38;
2;"m2-2 s51";19;19;0.0293522324;185.47;5.44;1;0.51;;0.51;
2;"m2-2 s6";1;1;0.0910864989;114.81;10.46;2;0.14;0.80;0.14;0.8
2;"m2-2 s6";2;3;0.0744047220;114.81;8.54;2;0.39;0.99;0.39;0.99
2;"m2-2 s6";3;10;0.0485764590;114.81;5.58;1;0.96;;0.96;
2;"m2-2 s6";4;2;0.0757556578;114.81;8.70;2;0.17;0.96;0.17;0.96
2;"m2-2 s6";5;5;0.0686519963;114.81;7.88;1;0.49;;0.49;
2;"m2-2 s6";6;12;0.0451781937;114.81;5.19;1;0.65;;0.65;
2;"m2-2 s6";7;6;0.0648954465;114.81;7.45;2;0.21;0.95;0.21;0.95
2;"m2-2 s6";8;7;0.0543523909;114.81;6.24;1;0.38;;0.38;
2;"m2-2 s6";9;9;0.0517736970;114.81;5.94;1;0.43;;0.43;
2;"m2-2 s6";10;11;0.0476704033;114.81;5.47;1;0.62;;0.62;
2;"m2-2 s6";11;4;0.0707170955;114.81;8.12;1;0.33;;0.33;
2;"m2-2 s6";12;13;0.0442748075;114.81;5.08;1;0.93;;0.93;
2;"m2-2 s6";13;16;0.0362743921;114.81;4.16;1;0.75;;0.75;
2;"m2-2 s6";14;17;0.0352902919;114.81;4.05;1;0.94;;0.94;
2;"m2-2 s6";15;8;0.0520221796;114.81;5.97;1;1.00;;1;
2;"m2-2 s6";16;15;0.0405247927;114.81;4.65;1;0.94;;0.94;
2;"m2-2 s6";17;14;0.0425039915;114.81;4.88;1;0.95;;0.95;
2;"m2-2 s6";18;18;0.0302988232;114.81;3.48;1;0.72;;0.72;
2;"m2-2 s6";19;19;0.0257481607;114.81;2.96;1;0.84;;0.84;
2;"m2-2 s8";1;1;0.0767137700;170.24;13.06;2;0.46;0.99;0.46;0.99
2;"m2-2 s8";2;2;0.0738251040;170.24;12.57;2;0.33;0.94;0.33;0.94
2;"m2-2 s8";3;5;0.0601552269;170.24;10.24;1;0.79;;0.79;
2;"m2-2 s8";4;4;0.0661181815;170.24;11.26;2;0.29;0.99;0.29;0.99
2;"m2-2 s8";5;3;0.0678496033;170.24;11.55;2;0.35;0.95;0.35;0.95
2;"m2-2 s8";6;10;0.0504993696;170.24;8.60;1;0.37;;0.37;
2;"m2-2 s8";7;7;0.0596842971;170.24;10.16;1;0.59;;0.59;
2;"m2-2 s8";8;8;0.0573665830;170.24;9.77;1;0.33;;0.33;
2;"m2-2 s8";9;9;0.0562522938;170.24;9.58;2;0.21;0.88;0.21;0.88
2;"m2-2 s8";10;11;0.0496296830;170.24;8.45;2;0.09;0.92;0.09;0.92
2;"m2-2 s8";11;6;0.0598515506;170.24;10.19;2;0.26;0.82;0.26;0.82
2;"m2-2 s8";12;14;0.0446169709;170.24;7.60;1;0.60;;0.6;
2;"m2-2 s8";13;16;0.0426584624;170.24;7.26;1;0.98;;0.98;
2;"m2-2 s8";14;13;0.0475087687;170.24;8.09;2;0.13;0.87;0.13;0.87
2;"m2-2 s8";15;15;0.0430088069;170.24;7.32;1;0.98;;0.98;
2;"m2-2 s8";16;18;0.0332744753;170.24;5.66;1;0.71;;0.71;
2;"m2-2 s8";17;12;0.0493392655;170.24;8.40;1;0.83;;0.83;
2;"m2-2 s8";18;17;0.0347284570;170.24;5.91;1;0.87;;0.87;
2;"m2-2 s8";19;19;0.0269191307;170.24;4.58;1;0.85;;0.85;
3;"m3-3 s11";1;2;0.0777358580;197.65;15.36;2;0.20;0.82;0.2;0.82
3;"m3-3 s11";2;1;0.0791973434;197.65;15.65;2;0.37;0.88;0.37;0.88
3;"m3-3 s11";3;4;0.0598517133;197.65;11.83;2;0.29;0.98;0.29;0.98
3;"m3-3 s11";4;5;0.0596261022;197.65;11.79;2;0.20;0.85;0.2;0.85
3;"m3-3 s11";5;3;0.0687049020;197.65;13.58;2;0.13;0.91;0.13;0.91
3;"m3-3 s11";6;6;0.0590523868;197.65;11.67;2;0.30;0.87;0.3;0.87
3;"m3-3 s11";7;8;0.0569423591;197.65;11.25;1;0.55;;0.55;
3;"m3-3 s11";8;10;0.0525652764;197.65;10.39;2;0.29;0.92;0.29;0.92
3;"m3-3 s11";9;9;0.0528191304;197.65;10.44;1;0.46;;0.46;
3;"m3-3 s11";10;11;0.0515566286;197.65;10.19;2;0.20;0.88;0.2;0.88
3;"m3-3 s11";11;7;0.0575629654;197.65;11.38;2;0.21;0.97;0.21;0.97
3;"m3-3 s11";12;16;0.0415267729;197.65;8.21;1;0.82;;0.82;
3;"m3-3 s11";13;15;0.0423796129;197.65;8.38;1;0.23;;0.23;
3;"m3-3 s11";14;14;0.0428007349;197.65;8.46;1;0.90;;0.9;
3;"m3-3 s11";15;17;0.0381399161;197.65;7.54;1;0.87;;0.87;
3;"m3-3 s11";16;18;0.0371798390;197.65;7.35;1;0.58;;0.58;
3;"m3-3 s11";17;12;0.0478791949;197.65;9.46;1;0.84;;0.84;
3;"m3-3 s11";18;13;0.0429353102;197.65;8.49;1;0.27;;0.27;
3;"m3-3 s11";19;19;0.0315439535;197.65;6.23;1;0.41;;0.41;
3;"m3-3 s12";1;1;0.0734447477;183.34;13.47;2;0.22;0.81;0.22;0.81
3;"m3-3 s12";2;2;0.0732949608;183.34;13.44;1;0.37;;0.37;
3;"m3-3 s12";3;9;0.0533980419;183.34;9.79;1;0.69;;0.69;
3;"m3-3 s12";4;5;0.0647149365;183.34;11.86;1;0.51;;0.51;
3;"m3-3 s12";5;3;0.0691960679;183.34;12.69;1;0.41;;0.41;
3;"m3-3 s12";6;6;0.0609682689;183.34;11.18;1;0.84;;0.84;
3;"m3-3 s12";7;4;0.0663922578;183.34;12.17;1;0.29;;0.29;
3;"m3-3 s12";8;7;0.0582740106;183.34;10.68;1;0.43;;0.43;
3;"m3-3 s12";9;10;0.0529333828;183.34;9.70;1;0.88;;0.88;
3;"m3-3 s12";10;11;0.0491719654;183.34;9.01;1;0.44;;0.44;
3;"m3-3 s12";11;8;0.0557293652;183.34;10.22;1;0.97;;0.97;
3;"m3-3 s12";12;13;0.0453208483;183.34;8.31;1;0.84;;0.84;
3;"m3-3 s12";13;12;0.0470673469;183.34;8.63;1;0.42;;0.42;
3;"m3-3 s12";14;14;0.0448083789;183.34;8.21;1;0.40;;0.4;
3;"m3-3 s12";15;16;0.0402519580;183.34;7.38;1;0.88;;0.88;
3;"m3-3 s12";16;18;0.0354784970;183.34;6.50;1;0.37;;0.37;
3;"m3-3 s12";17;15;0.0406829122;183.34;7.46;2;0.09;0.95;0.09;0.95
3;"m3-3 s12";18;17;0.0382830210;183.34;7.02;1;0.71;;0.71;
3;"m3-3 s12";19;19;0.0305890323;183.34;5.61;1;0.97;;0.97;
3;"m3-3 s13";1;3;0.0710626545;140.36;9.97;1;0.63;;0.63;
3;"m3-3 s13";2;2;0.0780371927;140.36;10.95;2;0.24;0.95;0.24;0.95
3;"m3-3 s13";3;8;0.0552835078;140.36;7.76;1;0.28;;0.28;
3;"m3-3 s13";4;4;0.0658664634;140.36;9.25;1;0.84;;0.84;
3;"m3-3 s13";5;1;0.0798893831;140.36;11.21;1;0.43;;0.43;
3;"m3-3 s13";6;6;0.0579724717;140.36;8.14;1;0.98;;0.98;
3;"m3-3 s13";7;5;0.0608369400;140.36;8.54;2;0.37;0.98;0.37;0.98
3;"m3-3 s13";8;11;0.0491248627;140.36;6.90;1;0.52;;0.52;
3;"m3-3 s13";9;10;0.0501490366;140.36;7.04;1;0.40;;0.4;
3;"m3-3 s13";10;7;0.0579331674;140.36;8.13;1;0.96;;0.96;
3;"m3-3 s13";11;9;0.0542133197;140.36;7.61;1;0.70;;0.7;
3;"m3-3 s13";12;12;0.0485341843;140.36;6.81;1;0.36;;0.36;
3;"m3-3 s13";13;13;0.0448113683;140.36;6.29;1;0.46;;0.46;
3;"m3-3 s13";14;15;0.0435655166;140.36;6.11;1;0.90;;0.9;
3;"m3-3 s13";15;14;0.0442371918;140.36;6.21;1;0.95;;0.95;
3;"m3-3 s13";16;18;0.0345736783;140.36;4.85;1;0.61;;0.61;
3;"m3-3 s13";17;16;0.0406539537;140.36;5.71;1;0.80;;0.8;
3;"m3-3 s13";18;17;0.0346618286;140.36;4.87;1;0.89;;0.89;
3;"m3-3 s13";19;19;0.0285932786;140.36;4.01;1;0.66;;0.66;
3;"m3-3 s18";1;1;0.0755108090;206.66;15.60;2;0.33;0.97;0.33;0.97
3;"m3-3 s18";2;2;0.0729327468;206.66;15.07;1;0.65;;0.65;
3;"m3-3 s18";3;8;0.0569661343;206.66;11.77;1;0.38;;0.38;
3;"m3-3 s18";4;5;0.0617228228;206.66;12.76;1;0.67;;0.67;
3;"m3-3 s18";5;3;0.0719980644;206.66;14.88;2;0.12;0.98;0.12;0.98
3;"m3-3 s18";6;12;0.0512148453;206.66;10.58;2;0.24;0.96;0.24;0.96
3;"m3-3 s18";7;6;0.0597951389;206.66;12.36;2;0.21;0.97;0.21;0.97
3;"m3-3 s18";8;4;0.0627628041;206.66;12.97;2;0.16;0.94;0.16;0.94
3;"m3-3 s18";9;10;0.0521627055;206.66;10.78;1;0.38;;0.38;
3;"m3-3 s18";10;11;0.0512899341;206.66;10.60;2;0.09;0.95;0.09;0.95
3;"m3-3 s18";11;7;0.0569903657;206.66;11.78;2;0.34;0.94;0.34;0.94
3;"m3-3 s18";12;16;0.0411977375;206.66;8.51;1;0.32;;0.32;
3;"m3-3 s18";13;14;0.0442566509;206.66;9.15;1;0.74;;0.74;
3;"m3-3 s18";14;13;0.0491351376;206.66;10.15;1;0.97;;0.97;
3;"m3-3 s18";15;15;0.0433629155;206.66;8.96;1;0.95;;0.95;
3;"m3-3 s18";16;17;0.0352413659;206.66;7.28;1;0.60;;0.6;
3;"m3-3 s18";17;9;0.0533772271;206.66;11.03;1;0.95;;0.95;
3;"m3-3 s18";18;18;0.0333121216;206.66;6.88;1;0.33;;0.33;
3;"m3-3 s18";19;19;0.0267704728;206.66;5.53;1;0.78;;0.78;
3;"m3-3 s2";1;3;0.0701375128;160.90;11.29;1;0.69;;0.69;
3;"m3-3 s2";2;1;0.0764653833;160.90;12.30;2;0.09;0.95;0.09;0.95
3;"m3-3 s2";3;7;0.0586737591;160.90;9.44;1;0.60;;0.6;
3;"m3-3 s2";4;4;0.0640848727;160.90;10.31;2;0.15;0.98;0.15;0.98
3;"m3-3 s2";5;2;0.0752184529;160.90;12.10;1;0.65;;0.65;
3;"m3-3 s2";6;8;0.0560656967;160.90;9.02;1;0.76;;0.76;
3;"m3-3 s2";7;5;0.0633686305;160.90;10.20;1;0.77;;0.77;
3;"m3-3 s2";8;11;0.0513932866;160.90;8.27;2;0.15;0.89;0.15;0.89
3;"m3-3 s2";9;10;0.0528152745;160.90;8.50;2;0.41;0.97;0.41;0.97
3;"m3-3 s2";10;9;0.0534965250;160.90;8.61;1;0.82;;0.82;
3;"m3-3 s2";11;6;0.0632566017;160.90;10.18;1;0.51;;0.51;
3;"m3-3 s2";12;15;0.0432503651;160.90;6.96;1;0.47;;0.47;
3;"m3-3 s2";13;12;0.0470560006;160.90;7.57;1;0.64;;0.64;
3;"m3-3 s2";14;13;0.0452077041;160.90;7.27;1;0.98;;0.98;
3;"m3-3 s2";15;16;0.0409859391;160.90;6.59;1;0.79;;0.79;
3;"m3-3 s2";16;18;0.0322868222;160.90;5.19;1;0.66;;0.66;
3;"m3-3 s2";17;14;0.0437816487;160.90;7.04;1;0.97;;0.97;
3;"m3-3 s2";18;17;0.0360218097;160.90;5.80;1;0.52;;0.52;
3;"m3-3 s2";19;19;0.0264337148;160.90;4.25;1;0.66;;0.66;
3;"m3-3 s21";1;1;0.0729441730;200.72;14.64;1;0.67;;0.67;
3;"m3-3 s21";2;2;0.0718383274;200.72;14.42;1;0.85;;0.85;
3;"m3-3 s21";3;8;0.0565109990;200.72;11.34;1;0.95;;0.95;
3;"m3-3 s21";4;5;0.0606622641;200.72;12.18;1;0.71;;0.71;
3;"m3-3 s21";5;4;0.0666301193;200.72;13.37;1;0.49;;0.49;
3;"m3-3 s21";6;6;0.0594071025;200.72;11.92;1;0.17;;0.17;
3;"m3-3 s21";7;3;0.0667265007;200.72;13.39;1;0.76;;0.76;
3;"m3-3 s21";8;11;0.0529467707;200.72;10.63;1;0.34;;0.34;
3;"m3-3 s21";9;10;0.0537914106;200.72;10.80;1;0.58;;0.58;
3;"m3-3 s21";10;15;0.0433456241;200.72;8.70;1;0.96;;0.96;
3;"m3-3 s21";11;7;0.0572267300;200.72;11.49;1;0.72;;0.72;
3;"m3-3 s21";12;12;0.0501511683;200.72;10.07;1;0.99;;0.99;
3;"m3-3 s21";13;9;0.0557556784;200.72;11.19;1;0.56;;0.56;
3;"m3-3 s21";14;13;0.0466281918;200.72;9.36;1;0.95;;0.95;
3;"m3-3 s21";15;14;0.0442669620;200.72;8.89;1;0.46;;0.46;
3;"m3-3 s21";16;18;0.0331382980;200.72;6.65;1;0.88;;0.88;
3;"m3-3 s21";17;16;0.0432245250;200.72;8.68;1;0.93;;0.93;
3;"m3-3 s21";18;17;0.0348178036;200.72;6.99;2;0.36;0.83;0.36;0.83
3;"m3-3 s21";19;19;0.0299873512;200.72;6.02;1;0.98;;0.98;
3;"m3-3 s24";1;1;0.0733863519;166.15;12.19;2;0.11;0.95;0.11;0.95
3;"m3-3 s24";2;2;0.0713048160;166.15;11.85;2;0.28;0.77;0.28;0.77
3;"m3-3 s24";3;9;0.0562229902;166.15;9.34;2;0.08;0.86;0.08;0.86
3;"m3-3 s24";4;5;0.0641111524;166.15;10.65;2;0.30;0.85;0.3;0.85
3;"m3-3 s24";5;3;0.0656357770;166.15;10.91;2;0.43;0.92;0.43;0.92
3;"m3-3 s24";6;7;0.0582357852;166.15;9.68;1;0.70;;0.7;
3;"m3-3 s24";7;6;0.0633448001;166.15;10.52;1;0.23;;0.23;
3;"m3-3 s24";8;8;0.0569584066;166.15;9.46;1;0.98;;0.98;
3;"m3-3 s24";9;10;0.0539605664;166.15;8.97;2;0.31;0.95;0.31;0.95
3;"m3-3 s24";10;11;0.0517301449;166.15;8.60;2;0.29;0.86;0.29;0.86
3;"m3-3 s24";11;4;0.0652988845;166.15;10.85;1;0.79;;0.79;
3;"m3-3 s24";12;12;0.0450782032;166.15;7.49;1;0.54;;0.54;
3;"m3-3 s24";13;13;0.0450123638;166.15;7.48;1;0.93;;0.93;
3;"m3-3 s24";14;14;0.0443068167;166.15;7.36;2;0.20;0.95;0.2;0.95
3;"m3-3 s24";15;15;0.0439607299;166.15;7.30;1;0.91;;0.91;
3;"m3-3 s24";16;18;0.0351366836;166.15;5.84;1;0.39;;0.39;
3;"m3-3 s24";17;16;0.0405959741;166.15;6.75;1;0.78;;0.78;
3;"m3-3 s24";18;17;0.0374190619;166.15;6.22;1;0.93;;0.93;
3;"m3-3 s24";19;19;0.0283004915;166.15;4.70;1;0.91;;0.91;
3;"m3-3 s25";1;2;0.0747401188;140.58;10.51;1;0.74;;0.74;
3;"m3-3 s25";2;1;0.0785388354;140.58;11.04;2;0.40;0.81;0.4;0.81
3;"m3-3 s25";3;8;0.0590533911;140.58;8.30;1;0.99;;0.99;
3;"m3-3 s25";4;5;0.0613665080;140.58;8.63;2;0.40;0.73;0.4;0.73
3;"m3-3 s25";5;4;0.0616331113;140.58;8.66;1;0.56;;0.56;
3;"m3-3 s25";6;10;0.0515035600;140.58;7.24;1;0.66;;0.66;
3;"m3-3 s25";7;6;0.0602892390;140.58;8.48;1;0.57;;0.57;
3;"m3-3 s25";8;7;0.0591624035;140.58;8.32;1;0.34;;0.34;
3;"m3-3 s25";9;11;0.0501655585;140.58;7.05;1;0.93;;0.93;
3;"m3-3 s25";10;9;0.0550415100;140.58;7.74;1;0.92;;0.92;
3;"m3-3 s25";11;3;0.0656026139;140.58;9.22;2;0.26;0.71;0.26;0.71
3;"m3-3 s25";12;12;0.0458210989;140.58;6.44;1;0.99;;0.99;
3;"m3-3 s25";13;14;0.0438005553;140.58;6.16;1;0.62;;0.62;
3;"m3-3 s25";14;15;0.0434211696;140.58;6.10;1;0.96;;0.96;
3;"m3-3 s25";15;16;0.0423226205;140.58;5.95;1;0.12;;0.12;
3;"m3-3 s25";16;17;0.0353636703;140.58;4.97;1;0.95;;0.95;
3;"m3-3 s25";17;13;0.0456576145;140.58;6.42;1;0.66;;0.66;
3;"m3-3 s25";18;18;0.0343463354;140.58;4.83;1;0.72;;0.72;
3;"m3-3 s25";19;19;0.0321700858;140.58;4.52;1;0.95;;0.95;
3;"m3-3 s26";1;1;0.0730840161;122.71;8.97;1;0.81;;0.81;
3;"m3-3 s26";2;2;0.0729722577;122.71;8.95;1;0.48;;0.48;
3;"m3-3 s26";3;7;0.0563327371;122.71;6.91;1;0.32;;0.32;
3;"m3-3 s26";4;3;0.0704262308;122.71;8.64;1;0.72;;0.72;
3;"m3-3 s26";5;4;0.0633638539;122.71;7.78;1;0.87;;0.87;
3;"m3-3 s26";6;10;0.0537871655;122.71;6.60;1;0.86;;0.86;
3;"m3-3 s26";7;5;0.0619513213;122.71;7.60;1;0.98;;0.98;
3;"m3-3 s26";8;11;0.0508954433;122.71;6.25;1;0.14;;0.14;
3;"m3-3 s26";9;8;0.0548132723;122.71;6.73;1;0.96;;0.96;
3;"m3-3 s26";10;9;0.0546567506;122.71;6.71;1;0.96;;0.96;
3;"m3-3 s26";11;6;0.0585763097;122.71;7.19;1;0.37;;0.37;
3;"m3-3 s26";12;12;0.0481472729;122.71;5.91;1;0.97;;0.97;
3;"m3-3 s26";13;13;0.0471347474;122.71;5.78;1;0.15;;0.15;
3;"m3-3 s26";14;16;0.0417462105;122.71;5.12;1;0.31;;0.31;
3;"m3-3 s26";15;15;0.0436463903;122.71;5.36;1;0.82;;0.82;
3;"m3-3 s26";16;17;0.0385699211;122.71;4.73;1;0.93;;0.93;
3;"m3-3 s26";17;14;0.0450777727;122.71;5.53;1;0.64;;0.64;
3;"m3-3 s26";18;18;0.0341774927;122.71;4.19;1;0.23;;0.23;
3;"m3-3 s26";19;19;0.0306408341;122.71;3.76;1;0.95;;0.95;
3;"m3-3 s28";1;3;0.0676287179;167.20;11.31;2;0.20;0.95;0.2;0.95
3;"m3-3 s28";2;1;0.0761972278;167.20;12.74;2;0.36;0.98;0.36;0.98
3;"m3-3 s28";3;12;0.0508830614;167.20;8.51;1;0.72;;0.72;
3;"m3-3 s28";4;5;0.0637989785;167.20;10.67;1;0.32;;0.32;
3;"m3-3 s28";5;4;0.0641407806;167.20;10.72;1;0.50;;0.5;
3;"m3-3 s28";6;7;0.0578724076;167.20;9.68;1;0.63;;0.63;
3;"m3-3 s28";7;2;0.0701006820;167.20;11.72;2;0.32;0.93;0.32;0.93
3;"m3-3 s28";8;8;0.0559559101;167.20;9.36;1;0.44;;0.44;
3;"m3-3 s28";9;9;0.0536444593;167.20;8.97;1;0.39;;0.39;
3;"m3-3 s28";10;10;0.0521879624;167.20;8.73;1;0.92;;0.92;
3;"m3-3 s28";11;6;0.0591154023;167.20;9.88;2;0.18;0.97;0.18;0.97
3;"m3-3 s28";12;11;0.0516962066;167.20;8.64;1;0.84;;0.84;
3;"m3-3 s28";13;15;0.0426830962;167.20;7.14;1;0.78;;0.78;
3;"m3-3 s28";14;13;0.0478786976;167.20;8.01;1;0.96;;0.96;
3;"m3-3 s28";15;14;0.0442477095;167.20;7.40;1;0.25;;0.25;
3;"m3-3 s28";16;17;0.0371346462;167.20;6.21;1;0.75;;0.75;
3;"m3-3 s28";17;16;0.0423986271;167.20;7.09;1;0.73;;0.73;
3;"m3-3 s28";18;18;0.0322177375;167.20;5.39;1;0.66;;0.66;
3;"m3-3 s28";19;19;0.0302176894;167.20;5.05;1;0.96;;0.96;
3;"m3-3 s31";1;1;0.0713780539;175.19;12.51;2;0.35;0.83;0.35;0.83
3;"m3-3 s31";2;2;0.0706526119;175.19;12.38;2;0.10;0.74;0.1;0.74
3;"m3-3 s31";3;8;0.0587884276;175.19;10.30;1;0.80;;0.8;
3;"m3-3 s31";4;5;0.0624767676;175.19;10.95;2;0.21;0.97;0.21;0.97
3;"m3-3 s31";5;4;0.0655808414;175.19;11.49;2;0.19;0.89;0.19;0.89
3;"m3-3 s31";6;3;0.0677844294;175.19;11.88;1;0.42;;0.42;
3;"m3-3 s31";7;7;0.0607986118;175.19;10.65;2;0.45;0.93;0.45;0.93
3;"m3-3 s31";8;9;0.0579901380;175.19;10.16;2;0.43;0.91;0.43;0.91
3;"m3-3 s31";9;11;0.0526149224;175.19;9.22;2;0.44;0.93;0.44;0.93
3;"m3-3 s31";10;10;0.0527052826;175.19;9.23;1;0.54;;0.54;
3;"m3-3 s31";11;6;0.0611101572;175.19;10.71;1;0.47;;0.47;
3;"m3-3 s31";12;12;0.0494252173;175.19;8.66;1;0.69;;0.69;
3;"m3-3 s31";13;13;0.0453209397;175.19;7.94;1;0.78;;0.78;
3;"m3-3 s31";14;14;0.0430290598;175.19;7.54;1;0.80;;0.8;
3;"m3-3 s31";15;15;0.0419353615;175.19;7.35;1;0.72;;0.72;
3;"m3-3 s31";16;18;0.0346820897;175.19;6.08;1;0.99;;0.99;
3;"m3-3 s31";17;16;0.0400748908;175.19;7.02;1;0.87;;0.87;
3;"m3-3 s31";18;17;0.0355307485;175.19;6.22;1;1.00;;1;
3;"m3-3 s31";19;19;0.0281214488;175.19;4.93;1;0.91;;0.91;
3;"m3-3 s32";1;1;0.0781141103;178.64;13.95;2;0.15;0.77;0.15;0.77
3;"m3-3 s32";2;2;0.0725880673;178.64;12.97;2;0.41;0.86;0.41;0.86
3;"m3-3 s32";3;5;0.0616069666;178.64;11.01;1;0.98;;0.98;
3;"m3-3 s32";4;4;0.0647016500;178.64;11.56;2;0.09;0.96;0.09;0.96
3;"m3-3 s32";5;3;0.0702919586;178.64;12.56;1;0.60;;0.6;
3;"m3-3 s32";6;10;0.0541110752;178.64;9.67;1;0.80;;0.8;
3;"m3-3 s32";7;9;0.0542259615;178.64;9.69;1;0.43;;0.43;
3;"m3-3 s32";8;8;0.0552555598;178.64;9.87;1;0.35;;0.35;
3;"m3-3 s32";9;7;0.0561343949;178.64;10.03;1;0.32;;0.32;
3;"m3-3 s32";10;11;0.0532756050;178.64;9.52;1;0.65;;0.65;
3;"m3-3 s32";11;6;0.0611009200;178.64;10.92;2;0.12;0.86;0.12;0.86
3;"m3-3 s32";12;12;0.0446517243;178.64;7.98;1;0.46;;0.46;
3;"m3-3 s32";13;16;0.0405545625;178.64;7.24;1;0.80;;0.8;
3;"m3-3 s32";14;14;0.0436692708;178.64;7.80;1;0.47;;0.47;
3;"m3-3 s32";15;15;0.0406534717;178.64;7.26;1;0.86;;0.86;
3;"m3-3 s32";16;17;0.0393402007;178.64;7.03;1;0.36;;0.36;
3;"m3-3 s32";17;13;0.0438460905;178.64;7.83;1;0.98;;0.98;
3;"m3-3 s32";18;18;0.0384990385;178.64;6.88;1;0.83;;0.83;
3;"m3-3 s32";19;19;0.0273793719;178.64;4.89;1;0.54;;0.54;
3;"m3-3 s34";1;2;0.0720774534;197.45;14.23;2;0.28;0.89;0.28;0.89
3;"m3-3 s34";2;1;0.0751455539;197.45;14.84;1;0.59;;0.59;
3;"m3-3 s34";3;8;0.0579558444;197.45;11.44;1;0.80;;0.8;
3;"m3-3 s34";4;4;0.0631688688;197.45;12.47;1;0.56;;0.56;
3;"m3-3 s34";5;3;0.0654271495;197.45;12.92;1;0.94;;0.94;
3;"m3-3 s34";6;9;0.0549361879;197.45;10.85;2;0.29;0.95;0.29;0.95
3;"m3-3 s34";7;7;0.0592303531;197.45;11.69;1;0.74;;0.74;
3;"m3-3 s34";8;6;0.0598233392;197.45;11.81;1;0.79;;0.79;
3;"m3-3 s34";9;11;0.0516313813;197.45;10.19;1;0.30;;0.3;
3;"m3-3 s34";10;10;0.0517756299;197.45;10.22;1;0.73;;0.73;
3;"m3-3 s34";11;5;0.0601192582;197.45;11.87;1;0.43;;0.43;
3;"m3-3 s34";12;12;0.0503508737;197.45;9.94;1;0.29;;0.29;
3;"m3-3 s34";13;13;0.0461387286;197.45;9.11;1;0.41;;0.41;
3;"m3-3 s34";14;14;0.0458650185;197.45;9.06;1;0.46;;0.46;
3;"m3-3 s34";15;16;0.0403124495;197.45;7.96;1;0.90;;0.9;
3;"m3-3 s34";16;17;0.0387642064;197.45;7.65;1;0.96;;0.96;
3;"m3-3 s34";17;15;0.0423195522;197.45;8.36;2;0.15;0.78;0.15;0.78
3;"m3-3 s34";18;18;0.0362431463;197.45;7.16;1;0.92;;0.92;
3;"m3-3 s34";19;19;0.0287150052;197.45;5.67;1;0.96;;0.96;
3;"m3-3 s37";1;1;0.0727062579;152.56;11.09;2;0.26;0.98;0.26;0.98
3;"m3-3 s37";2;2;0.0722527113;152.56;11.02;1;0.56;;0.56;
3;"m3-3 s37";3;7;0.0570601593;152.56;8.71;1;0.70;;0.7;
3;"m3-3 s37";4;3;0.0699851664;152.56;10.68;1;0.32;;0.32;
3;"m3-3 s37";5;4;0.0653640380;152.56;9.97;1;0.31;;0.31;
3;"m3-3 s37";6;9;0.0541390644;152.56;8.26;1;0.68;;0.68;
3;"m3-3 s37";7;5;0.0594333508;152.56;9.07;2;0.23;0.96;0.23;0.96
3;"m3-3 s37";8;10;0.0531199420;152.56;8.10;1;0.49;;0.49;
3;"m3-3 s37";9;8;0.0549349343;152.56;8.38;1;0.85;;0.85;
3;"m3-3 s37";10;11;0.0514459932;152.56;7.85;1;0.83;;0.83;
3;"m3-3 s37";11;6;0.0577585753;152.56;8.81;1;0.73;;0.73;
3;"m3-3 s37";12;12;0.0495138554;152.56;7.55;1;0.34;;0.34;
3;"m3-3 s37";13;13;0.0491214868;152.56;7.49;1;0.72;;0.72;
3;"m3-3 s37";14;14;0.0467179103;152.56;7.13;1;0.97;;0.97;
