"mouse";"Set ID";"FITC Rank";"Lgth Rank";"Rel len";"Total Len";"Len";"No_foci";"F1";"F2";"round F1";"round F2"
3;"m3-3 s37";15;15;0.0429840371;152.56;6.56;1;0.36;;0.36;
3;"m3-3 s37";16;18;0.0352192623;152.56;5.37;1;0.63;;0.63;
3;"m3-3 s37";17;16;0.0414057738;152.56;6.32;1;0.88;;0.88;
3;"m3-3 s37";18;17;0.0386266850;152.56;5.89;1;0.82;;0.82;
3;"m3-3 s37";19;19;0.0282107963;152.56;4.30;1;0.76;;0.76;
3;"m3-3 s38";1;3;0.0685976581;180.07;12.35;1;0.30;;0.3;
3;"m3-3 s38";2;1;0.0737284068;180.07;13.28;1;0.64;;0.64;
3;"m3-3 s38";3;2;0.0719140609;180.07;12.95;1;0.32;;0.32;
3;"m3-3 s38";4;6;0.0601482815;180.07;10.83;1;0.59;;0.59;
3;"m3-3 s38";5;4;0.0647736342;180.07;11.66;2;0.25;0.83;0.25;0.83
3;"m3-3 s38";6;9;0.0553614875;180.07;9.97;1;0.86;;0.86;
3;"m3-3 s38";7;7;0.0599944996;180.07;10.80;2;0.32;0.97;0.32;0.97
3;"m3-3 s38";8;12;0.0506296125;180.07;9.12;1;0.32;;0.32;
3;"m3-3 s38";9;10;0.0545737666;180.07;9.83;1;0.66;;0.66;
3;"m3-3 s38";10;8;0.0568214888;180.07;10.23;1;0.94;;0.94;
3;"m3-3 s38";11;5;0.0622722300;180.07;11.21;1;0.99;;0.99;
3;"m3-3 s38";12;11;0.0506681133;180.07;9.12;1;0.94;;0.94;
3;"m3-3 s38";13;14;0.0448302536;180.07;8.07;2;0.11;0.96;0.11;0.96
3;"m3-3 s38";14;13;0.0456093931;180.07;8.21;1;0.96;;0.96;
3;"m3-3 s38";15;15;0.0421034025;180.07;7.58;1;0.85;;0.85;
3;"m3-3 s38";16;18;0.0344171552;180.07;6.20;1;0.75;;0.75;
3;"m3-3 s38";17;16;0.0409862922;180.07;7.38;1;0.79;;0.79;
3;"m3-3 s38";18;17;0.0344772690;180.07;6.21;1;0.96;;0.96;
3;"m3-3 s38";19;19;0.0280929947;180.07;5.06;1;0.40;;0.4;
3;"m3-3 s4";1;2;0.0687251654;167.58;11.52;1;0.64;;0.64;
3;"m3-3 s4";2;1;0.0713003241;167.58;11.95;1;0.35;;0.35;
3;"m3-3 s4";3;7;0.0592108274;167.58;9.92;1;0.98;;0.98;
3;"m3-3 s4";4;4;0.0658225751;167.58;11.03;1;0.36;;0.36;
3;"m3-3 s4";5;3;0.0684988381;167.58;11.48;1;0.55;;0.55;
3;"m3-3 s4";6;8;0.0574506756;167.58;9.63;1;0.60;;0.6;
3;"m3-3 s4";7;5;0.0640620804;167.58;10.74;1;0.81;;0.81;
3;"m3-3 s4";8;9;0.0534970637;167.58;8.97;1;0.73;;0.73;
3;"m3-3 s4";9;10;0.0532721462;167.58;8.93;1;0.65;;0.65;
3;"m3-3 s4";10;11;0.0501256064;167.58;8.40;1;0.90;;0.9;
3;"m3-3 s4";11;6;0.0599798258;167.58;10.05;1;0.62;;0.62;
3;"m3-3 s4";12;14;0.0465436438;167.58;7.80;1;0.51;;0.51;
3;"m3-3 s4";13;16;0.0426375835;167.58;7.15;1;0.90;;0.9;
3;"m3-3 s4";14;12;0.0483094443;167.58;8.10;1;0.83;;0.83;
3;"m3-3 s4";15;15;0.0427431553;167.58;7.16;1;0.50;;0.5;
3;"m3-3 s4";16;18;0.0369007965;167.58;6.18;1;0.31;;0.31;
3;"m3-3 s4";17;13;0.0465489685;167.58;7.80;1;0.77;;0.77;
3;"m3-3 s4";18;17;0.0376720810;167.58;6.31;1;0.95;;0.95;
3;"m3-3 s4";19;19;0.0266991990;167.58;4.47;1;0.67;;0.67;
3;"m3-3 s5";1;1;0.0777122134;170.30;13.23;1;0.51;;0.51;
3;"m3-3 s5";2;2;0.0772944947;170.30;13.16;1;0.59;;0.59;
3;"m3-3 s5";3;3;0.0655819678;170.30;11.17;1;0.12;;0.12;
3;"m3-3 s5";4;5;0.0617899180;170.30;10.52;1;0.57;;0.57;
3;"m3-3 s5";5;4;0.0623028408;170.30;10.61;1;0.69;;0.69;
3;"m3-3 s5";6;9;0.0535597113;170.30;9.12;1;0.97;;0.97;
3;"m3-3 s5";7;8;0.0562295305;170.30;9.58;2;0.52;0.90;0.52;0.9
3;"m3-3 s5";8;10;0.0524884618;170.30;8.94;1;0.26;;0.26;
3;"m3-3 s5";9;11;0.0512827718;170.30;8.73;1;0.97;;0.97;
3;"m3-3 s5";10;7;0.0563598842;170.30;9.60;1;0.68;;0.68;
3;"m3-3 s5";11;6;0.0569026514;170.30;9.69;1;0.80;;0.8;
3;"m3-3 s5";12;12;0.0471682730;170.30;8.03;1;0.65;;0.65;
3;"m3-3 s5";13;13;0.0466116897;170.30;7.94;0;;;;
3;"m3-3 s5";14;14;0.0440947951;170.30;7.51;1;0.75;;0.75;
3;"m3-3 s5";15;15;0.0431701056;170.30;7.35;1;0.97;;0.97;
3;"m3-3 s5";16;18;0.0363534969;170.30;6.19;1;0.97;;0.97;
3;"m3-3 s5";17;16;0.0414602756;170.30;7.06;1;0.94;;0.94;
3;"m3-3 s5";18;17;0.0369192192;170.30;6.29;1;0.77;;0.77;
3;"m3-3 s5";19;19;0.0327176992;170.30;5.57;1;0.94;;0.94;
3;"m3-3 s8";1;1;0.0864306864;183.69;15.88;2;0.06;0.76;0.06;0.76
3;"m3-3 s8";2;2;0.0718847526;183.69;13.20;2;0.33;0.80;0.33;0.8
3;"m3-3 s8";3;8;0.0546464873;183.69;10.04;2;0.15;0.99;0.15;0.99
3;"m3-3 s8";4;7;0.0598772172;183.69;11.00;2;0.17;0.90;0.17;0.9
3;"m3-3 s8";5;5;0.0634332014;183.69;11.65;1;0.73;;0.73;
3;"m3-3 s8";6;9;0.0540779957;183.69;9.93;1;0.96;;0.96;
3;"m3-3 s8";7;3;0.0694056315;183.69;12.75;2;0.51;0.93;0.51;0.93
3;"m3-3 s8";8;4;0.0670113288;183.69;12.31;1;0.68;;0.68;
3;"m3-3 s8";9;10;0.0493271761;183.69;9.06;1;0.57;;0.57;
3;"m3-3 s8";10;11;0.0492336325;183.69;9.04;2;0.35;0.96;0.35;0.96
3;"m3-3 s8";11;6;0.0604718670;183.69;11.11;1;0.55;;0.55;
3;"m3-3 s8";12;12;0.0457555752;183.69;8.40;1;0.91;;0.91;
3;"m3-3 s8";13;15;0.0416345929;183.69;7.65;1;0.61;;0.61;
3;"m3-3 s8";14;14;0.0422980186;183.69;7.77;2;0.12;0.98;0.12;0.98
3;"m3-3 s8";15;16;0.0399262240;183.69;7.33;1;0.98;;0.98;
3;"m3-3 s8";16;17;0.0377167489;183.69;6.93;1;0.92;;0.92;
3;"m3-3 s8";17;13;0.0426960132;183.69;7.84;1;0.77;;0.77;
3;"m3-3 s8";18;18;0.0366074445;183.69;6.72;1;0.90;;0.9;
3;"m3-3 s8";19;19;0.0275654062;183.69;5.06;1;0.82;;0.82;
